airtable_id,lot_id,item_name_mat,qty,unit_size,status,parents_json,operator,created_at,use_by,action,item_category_mat,process_type_mat,strain_species_strain_mat,vendor_name_mat,lc_volume_ml,output_count,fruiting_goal,flush_no,harvest_weight_g,notes,syringe_count,source_type,vendor_name,vendor_batch,received_date,total_volume_ml,ui_error,ui_error_at,remaining_volume_ml,fresh_tray_count,frozen_tray_count,casing_applied_at,casing_notes,casing_qty_used_g,label_template,override_inoc_time,inoculated_at,override_spawn_time,spawned_at,sterilized_at,plate_count,plate_group_id,retired_at,beganfruiting_at,firstharvested_at,lastharvested_at
recVVV3KkUP9F8tzR,LOT-260629-8tzR,CVG Substrate Bag,1,5,Sterilized,,,2026-06-29T20:53:10.000Z,2026-09-29,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-29T20:53:00.000Z,,,,,,
recVXZFzKKBMswEVx,LOT-260616-wEVx,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recVsy0u54gksu1m6,LOT-260514-u1m6,Small Masters Mix 75/25,1,3.125,Consumed,"[""recuSnbtiyiw1dGby"",""recJz8yt01j49RSHr"",""rec5BdDEQYlvMjLLa"",""recTpUSLyilzSM2al"",""recf9jzuiq6eQ6Erq""]",,2026-05-14T21:12:10.000Z,2026-08-14,,fruiting_block,,Red Reishi,,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-14T21:12:09.694Z,,,,,,,
recVw4JQHpPp2eA3m,LOT-260616-eA3m,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recW3crthW54d7ECk,LOT-260624-7ECk,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recXS1mY68g97ljFW,LOT-260629-ljFW,CVG Substrate Bag,1,5,Sterilized,,,2026-06-29T20:53:10.000Z,2026-09-29,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-29T20:53:00.000Z,,,,,,
recYOXjQcjfSd8yfT,LOT-260624-8yfT,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recYxO1hew8XvwllH,LOT-260523-wllH,Wild Bird Seed,1,2,Retired,,operator1.email.address@mybusiness.com,2026-05-23T19:07:28.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,2026-06-19T19:06:48.673Z,,,
recYzX9StSx6mBAFW,LOT-260616-BAFW,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recZE49Mte1TG2CXC,LOT-260624-2CXC,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recZpMQRv6kkccQ13,LOT-260512-cQ13,Cordyceps B,1,500,Fruiting,,,2026-05-12T15:21:55.000Z,2026-08-12,,cordyceps_substrate,Sterilize,Cordyceps,Fungaia,,,,,,,,,Fungaia,,,510,,,510,,,,,,Cordyceps_Substrate_Inoculated,,2026-05-12T15:39:54.277Z,,,2026-05-12T15:21:55.005Z,,,,,,
recZveGev49KRYxJc,LOT-260616-YxJc,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recb9RqSMSDn0u4yX,LOT-260616-u4yX,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recbGOSbpL74ctE1g,LOT-260622-tE1g,Coco Verm Gypsum,1,5,Pasteurized,,operator1.email.address@mybusiness.com,2026-06-22T16:35:31.000Z,2026-09-22,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22T16:35:00.000Z,,,,,,
recbYw9MqT0gM8tfr,LOT-260624-8tfr,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
reccAUeoNlKQOlJib,LOT-260624-lJib,All-in-One Bag,1,5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:15:42.000Z,,,all_in_one_bag,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:15:41.781Z,,,,,,
recciEYi9p1bEiMg3,LOT-260514-iMg3,Small Masters Mix 75/25,1,3.125,Consumed,"[""recuSnbtiyiw1dGby"",""recJz8yt01j49RSHr"",""rec5BdDEQYlvMjLLa"",""recTpUSLyilzSM2al"",""recf9jzuiq6eQ6Erq""]",,2026-05-14T21:12:10.000Z,2026-08-14,,fruiting_block,,Red Reishi,,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-14T21:12:09.694Z,,,,,,,
recdPAu9xkT4DD4GH,LOT-260624-D4GH,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recdR544DMHw0OCg9,LOT-260525-OCg9,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
receOrZTxhMBhkRDH,LOT-260624-kRDH,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
receXyX0xRj94sHQo,LOT-260519-sHQo,Masters Mix 75/25,1,7.5,Sterilized,,operator1.email.address@mybusiness.com,2026-05-19T18:36:16.000Z,2026-08-19,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-19T18:36:15.927Z,,,,,,
recesxUAkb8ra5bJ9,LOT-260512-5bJ9,Large Masters Mix 75/25,1,8.5,Fruiting,"[""rech0qZ2yxBuRp6PG"",""recoq3GtzlaJgRlTv"",""recqW57em6RYPCwpC""]",,2026-05-12T22:44:07.000Z,2026-08-12,,fruiting_block,,Black Pearl King Oyster,MYYCO,,,,1,155.32,,,,,,,,,,,0,1,,,,Bulk_Created,,,,2026-05-12T22:44:07.044Z,,,,,,,
recf3lihSPXKCR8ul,LOT-260616-R8ul,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recfCCE3M1nfURJUG,LOT-260512-RJUG,Large Masters Mix 75/25,1,8.5,Colonizing,"[""recD4AvVh3IR6kRcB"",""recuajxFdFVzxlEno"",""rec3aFjbJbpXVHgKt""]",,2026-05-12T22:44:32.000Z,2026-08-12,,fruiting_block,,Pink Oyster,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-12T22:44:31.923Z,,,,,,,
recfyskUzH5JuKLen,LOT-260514-KLen,Small Masters Mix 75/25,1,3,Consumed,"[""recLoXkq9vU3mIoq5"",""recNDYavtetW88UqV"",""recAAC2kv0zNKzRKP"",""reccpxS1qoNaA7LZS"",""rectV8TtEqO3K2xYB""]",,2026-05-14T21:13:10.000Z,2026-08-14,,fruiting_block,,Blue Oyster,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-14T21:13:09.760Z,,,,,,,
rech6IJdPJWsC0dG2,LOT-260516-0dG2,Large Masters Mix 75/25,1,8.75,Fruiting,"[""recgWMysdYiUFE1Zx"",""recsWGK6tQySmWo75"",""reclFAvDlpJO8azHu""]",,2026-05-16T23:41:25.000Z,2026-08-16,,fruiting_block,,Bronze Reishi,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:41:24.641Z,,,,,,,
rechupBWHW7wvvvi2,LOT-260525-vvi2,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
reciaGUcYWidRaWgY,LOT-260525-aWgY,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
recieeYRLAxwYee43,LOT-260525-ee43,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
recijQzkVe5DZHpQi,LOT-260624-HpQi,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recjIytqd4c21Qbw9,LOT-260624-Qbw9,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recjPqp2UH3yKRg4n,LOT-260706-Rg4n,Large Masters Mix 75/25,1,8.5,Colonizing,"[""recKhyC763sXlV2R3"",""recFogSVU6qM1oaya"",""rectxI4B5hYudoJqy""]",,2026-07-06T20:10:38.000Z,2026-10-06,,fruiting_block,,Lion’s Mane,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-07-06T20:10:00.000Z,,,,,,,
recjTIARzcX2gD1wk,LOT-260616-D1wk,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recjhbP4JCObDhf9a,LOT-260616-hf9a,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recjmQ6o5mMj1j5HT,LOT-260616-j5HT,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recjy3YgBfr8f05m3,LOT-260512-05m3,Large Masters Mix 75/25,1,8.5,Colonizing,"[""recD4AvVh3IR6kRcB"",""recuajxFdFVzxlEno"",""rec3aFjbJbpXVHgKt""]",,2026-05-12T22:44:32.000Z,2026-08-12,,fruiting_block,,Pink Oyster,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-12T22:44:31.923Z,,,,,,,
reckhPRgdLf9aoeDs,LOT-260523-oeDs,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recknDQhWmXDxvhWT,LOT-260629-vhWT,All-in-One Bag,1,3,Sterilized,,operator2.email.address@mybusiness.com,2026-06-29T20:52:54.000Z,,,all_in_one_bag,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-29T20:52:53.810Z,,,,,,
recl8VVMisVezhGMf,LOT-260616-hGMf,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
reclCvNJMD8FJfL1i,LOT-260516-fL1i,Large Masters Mix 75/25,1,8.5,Fruiting,"[""recXixSeVeJ0qvSKm"",""recH1dIOStyZTzHlJ"",""recUDqhCr8diCbSev""]",,2026-05-16T23:40:26.000Z,2026-08-16,,fruiting_block,,Red Reishi,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:40:25.957Z,,,,,,,
reclHuRPSeJZthVez,LOT-260624-hVez,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
reclJVNXn9xlhyf6e,LOT-260525-yf6e,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
reclJv5WnLdEsEkEF,LOT-260622-EkEF,Coco Verm Gypsum,1,5,Pasteurized,,operator1.email.address@mybusiness.com,2026-06-22T16:35:31.000Z,2026-09-22,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22T16:35:00.000Z,,,,,,
reclUDdKx5lIDRBYM,LOT-260525-RBYM,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
reclWVizrtEad5KWo,LOT-260616-5KWo,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recltKTZAYYi8ZNah,LOT-260616-ZNah,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recm4aVHlbHuHSjOy,LOT-260523-SjOy,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recm7xuUoTBpD5Jhg,LOT-260523-5Jhg,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recmEHYvKiwEBlOND,LOT-260616-lOND,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recmHotH3ZmsQ0bmb,LOT-260523-0bmb,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recmkqC16Aej4wpnD,LOT-260624-wpnD,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recmwyu7eoHkHxenB,LOT-260624-xenB,All-in-One Bag,1,5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:15:42.000Z,,,all_in_one_bag,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:15:41.781Z,,,,,,
recnaMGtmYOcZJtml,LOT-260622-Jtml,Coco Verm Gypsum,1,5,Pasteurized,,operator1.email.address@mybusiness.com,2026-06-22T16:35:31.000Z,2026-09-22,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22T16:35:00.000Z,,,,,,
recnit1zd11kzpWFu,LOT-260523-pWFu,Wild Bird Seed,1,2,Retired,,operator1.email.address@mybusiness.com,2026-05-23T19:07:28.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,2026-06-19T19:06:53.332Z,,,
reco0FveBXo4HxXWz,LOT-260624-xXWz,All-in-One Bag,1,5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:15:42.000Z,,,all_in_one_bag,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:15:41.781Z,,,,,,
reco0ji1b2KjEthzB,LOT-260513-thzB,Cordyceps A,1,500,Fruiting,,,2026-05-13T16:47:37.000Z,2026-08-13,,cordyceps_substrate,Sterilize,Cordyceps,Fungaia,,,,,,,,,Fungaia,,,505,,,505,,,,,,Cordyceps_Substrate_Inoculated,,2026-05-13T16:55:46.935Z,,,2026-05-13T16:47:37.020Z,,,,,,
recoMnoCnqoiyOWxE,LOT-260523-OWxE,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recoOuXzylqA7OsBY,LOT-260523-OsBY,Wild Bird Seed,1,2,Retired,,operator1.email.address@mybusiness.com,2026-05-23T19:07:28.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,2026-06-19T19:07:03.253Z,,,
recoXPUytDKoh4noG,LOT-260622-4noG,Coco Verm Gypsum,1,5,Pasteurized,,operator1.email.address@mybusiness.com,2026-06-22T16:35:31.000Z,2026-09-22,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22T16:35:00.000Z,,,,,,
recojnsaBCokDaYHE,LOT-260616-aYHE,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recoxC4qr1yAqZStR,LOT-260624-ZStR,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recpQqa2K7brAzXGL,LOT-260622-zXGL,Coco Verm Gypsum,1,5,Pasteurized,,operator1.email.address@mybusiness.com,2026-06-22T16:35:31.000Z,2026-09-22,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22T16:35:00.000Z,,,,,,
recpxC1yDCvcXuozn,LOT-260523-uozn,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recpyoMscyvYIHr1i,LOT-260523-Hr1i,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recq1yPnG1f0YeI3r,LOT-260525-eI3r,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
recqLMWPvTT4sgKgn,LOT-260523-gKgn,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recqMNUgmuxJEtc95,LOT-260616-tc95,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recr1rvouT9jQsJrg,LOT-260516-sJrg,Small Masters Mix 75/25,1,3,Consumed,"[""recmoNKT8WMOQEWKD"",""recFA07XISHru06Wa"",""recCFIoJHnO8pa5cp"",""recMWmMAomB9DcFaY"",""recYWNToc4VtBYeKF""]",,2026-05-16T23:42:38.000Z,2026-08-16,,fruiting_block,,Pearl Oyster,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:42:37.622Z,,,,,,,
recr7BMwqTOF8K1qb,LOT-260624-K1qb,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recrKZhNqV5NjsbJT,LOT-260706-sbJT,Large Masters Mix 75/25,1,8.5,Colonizing,"[""recKhyC763sXlV2R3"",""recFogSVU6qM1oaya"",""rectxI4B5hYudoJqy""]",,2026-07-06T20:10:38.000Z,2026-10-06,,fruiting_block,,Lion’s Mane,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-07-06T20:10:00.000Z,,,,,,,
recrMH17yDNn5ss2b,LOT-260525-ss2b,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
recrPxDkS8LbnxHjS,LOT-260629-xHjS,CVG Substrate Bag,1,5,Consumed,,,2026-06-29T20:53:10.000Z,2026-09-29,,substrate,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-29T20:53:00.000Z,,,,,,
recrntJHWnUkJrBSj,LOT-260525-rBSj,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
recrq4Q4GXjh1lhJv,LOT-260516-lhJv,Small Masters Mix 75/25,1,3,Consumed,"[""reczGlHa8hPAsBAWG"",""receKsMVYjaL62j1M"",""reciU4mkgIJc6FKss"",""recOttOwiJVMomq3g"",""rec7WBWmi2WlMyQRo""]",,2026-05-16T23:43:53.000Z,2026-08-16,,fruiting_block,,Chestnut,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:43:52.540Z,,,,,,,
recs0nGpAMQcsHhW4,LOT-260706-HhW4,Large Masters Mix 75/25,1,8.5,Colonizing,"[""recz4jMWuvWAQbc8D"",""recCz4rOB1BVEvIgI"",""rec4yeZBeQ9LhH9el""]",,2026-07-06T20:17:19.000Z,2026-10-06,,fruiting_block,,Blue Oyster,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-07-06T20:17:00.000Z,,,,,,,
recs0tBnIc1u0qCB0,LOT-260616-qCB0,Wild Bird Seed,1,1.75,Sterilized,,operator1.email.address@mybusiness.com,2026-06-16T16:51:28.000Z,2026-09-15,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15T16:51:00.000Z,,,,,,
recs21cwu1w5dUWmr,LOT-260624-UWmr,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recsHHh3LrQE1oq7L,LOT-260523-oq7L,Wild Bird Seed,1,2,Consumed,,operator1.email.address@mybusiness.com,2026-05-23T19:07:26.000Z,2026-08-23,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23T19:07:25.243Z,,,,,,
recsV7dwpD1t51wJo,LOT-260516-1wJo,Small Masters Mix 75/25,1,3,Consumed,"[""reczGlHa8hPAsBAWG"",""receKsMVYjaL62j1M"",""reciU4mkgIJc6FKss"",""recOttOwiJVMomq3g"",""rec7WBWmi2WlMyQRo""]",,2026-05-16T23:43:53.000Z,2026-08-16,,fruiting_block,,Chestnut,Fungaia,,,,,,,,,,,,,,,,,,,,,Bulk_Created,,,,2026-05-16T23:43:52.540Z,,,,,,,
recssNwyBDvQG99rA,LOT-260624-99rA,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
recswwnXiU7APOdEf,LOT-260622-OdEf,Coco Verm Gypsum,1,5,Pasteurized,,operator1.email.address@mybusiness.com,2026-06-22T16:35:31.000Z,2026-09-22,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22T16:35:00.000Z,,,,,,
rect3WMyehEvuYEk6,LOT-260622-YEk6,Coco Verm Gypsum,1,5,Pasteurized,,operator1.email.address@mybusiness.com,2026-06-22T16:35:31.000Z,2026-09-22,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22T16:35:00.000Z,,,,,,
rectE7mt9vWSfZClZ,LOT-260624-ZClZ,Spawn Bag,1,1.5,Sterilized,,operator2.email.address@mybusiness.com,2026-06-24T22:04:28.000Z,2026-09-24,,grain,Sterilize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24T22:04:27.843Z,,,,,,
rectWrJcnE6VtrvI3,LOT-260525-rvI3,Coco Verm Gypsum,1,5,Consumed,,operator1.email.address@mybusiness.com,2026-05-25T18:58:07.000Z,2026-08-25,,substrate,Pasteurize,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25T18:58:06.442Z,,,,,,
